カテゴリ1,カテゴリ2,サービス名称,リスク値,使用率
クリエイティブ,web改善,KaiU,10,75
クリエイティブ,web改善,Kaizen　UX,15,70
クリエイティブ,web改善,OPTIO,45,95
クリエイティブ,web改善,Repro,70,95
クリエイティブ,web改善,Sprocket スプロケット,40,100
クリエイティブ,web改善,ヒキアゲール,40,65
クリエイティブ,web改善,ecforce,40,35
クリエイティブ,web改善,Recustomer,50,55
クリエイティブ,web改善,ユニサーチ,60,85
クリエイティブ,web改善,SaleCycle セールサイクル,60,95
クリエイティブ,web改善,EFO CUBE,70,80
クリエイティブ,web改善,EFOcats,55,95
クリエイティブ,web改善,MEOチェキ,50,80
クリエイティブ,web改善,smart MEO,30,15
クリエイティブ,web改善,ISSO,70,60
クリエイティブ,web改善,Chat Meet チャットミート,45,100
クリエイティブ,web改善,Conata(コナタ)™,35,80
クリエイティブ,web改善,SiTest（サイテスト）,30,65
クリエイティブ,web改善,User Insight,35,85
クリエイティブ,web改善,デクワス,40,50
クリエイティブ,web改善,DETECT,55,75
クリエイティブ,web改善,Juicer,70,55
クリエイティブ,web改善,Baremetrics,55,50
クリエイティブ,web改善,NaviPlusサーチ,60,45
クリエイティブ,web改善,SyncSearch,35,60
クリエイティブ,web改善,ポップリンク,45,80
クリエイティブ,web改善,Trinity,70,90
クリエイティブ,web改善,DOOONUT,20,35
クリエイティブ,web改善,HITOTSUNAGU CRO,30,95
クリエイティブ,web管理（コンテンツ販売）,BACON,65,95
クリエイティブ,web管理（コンテンツ販売）,note,35,20
クリエイティブ,web構築,AIMY Screen,30,80
クリエイティブ,web構築,Clipkit,15,100
クリエイティブ,web構築,Designers-MVP,30,60
クリエイティブ,web構築,PRECS,35,40
クリエイティブ,web構築,pronel,50,55
クリエイティブ,web構築,Slideflow,30,75
クリエイティブ,web構築,SPIRALR スパイラル,20,55
クリエイティブ,web構築,クローバPAGE,70,65
クリエイティブ,web構築,ペライチ,15,55
クリエイティブ,web構築,モノクラギルド サイト制作,40,15
クリエイティブ,web構築,忍者ツールズ,65,55
クリエイティブ,web構築,ACROVE FORCE,20,65
クリエイティブ,web構築,BASE,50,90
クリエイティブ,web構築,Commerble EC PaaS,15,55
クリエイティブ,web構築,e-shopsカートS！,40,30
クリエイティブ,web構築,ebisumart,10,70
クリエイティブ,web構築,futureshop omni-channel,55,70
クリエイティブ,web構築,MakeShop,15,30
クリエイティブ,web構築,PRAMS EC,45,50
クリエイティブ,web構築,Stailer,35,15
クリエイティブ,web構築,W2ソリューション,50,80
クリエイティブ,web構築,イージーマイショップ,20,65
クリエイティブ,web構築,メルカート,35,15
クリエイティブ,web構築,RONGO LIVE,15,45
クリエイティブ,web構築,Appify,50,20
クリエイティブ,web構築,MGRe,55,100
クリエイティブ,web構築,onLINE,50,20
クリエイティブ,web構築,Platio,55,65
クリエイティブ,web構築,yappli,55,80
クリエイティブ,web構築,スマートコンバート,40,45
クリエイティブ,web構築,PIECE,45,90
クリエイティブ,web構築,Querier,25,30
クリエイティブ,web構築,求人サイト構築メイド,25,50
クリエイティブ,web構築,icey,45,30
クリエイティブ,web構築,miraie,65,80
クリエイティブ,web構築,SELECTTYPE,60,30
クリエイティブ,開発支援,applican,30,75
クリエイティブ,開発支援,Front-end.AI,35,35
クリエイティブ,開発支援,アプリワン,40,15
クリエイティブ,開発支援,Engineerforce,50,80
クリエイティブ,動画,GikenAccess,65,20
クリエイティブ,動画,TAGsAPI,25,20
クリエイティブ,動画,アロバビュー,60,80
クリエイティブ,動画,セーフィー,30,70
クリエイティブ,動画,knowbuild,50,25
クリエイティブ,動画,PENCIL,55,30
クリエイティブ,動画,CM STUDIO,15,85
クリエイティブ,動画,SoVeC Smart Video,60,20
クリエイティブ,動画,VIDEO BRAIN,65,65
クリエイティブ,動画,リチカクラウドスタジオ,45,45
クリエイティブ,動画,MIL,45,85
クリエイティブ,動画,1Roll,15,95
クリエイティブ,動画,Bizenter,15,40
クリエイティブ,動画,e-Distribute,15,10
クリエイティブ,動画,J-Stream Equipmedia,40,90
クリエイティブ,動画,Livemo,20,30
クリエイティブ,動画,MediaPack メディアパック,25,65
クリエイティブ,動画,millvi,30,60
クリエイティブ,動画,クラストリーム,35,50
電話,IP電話,MiiTel,20,15
電話,CTI,BlueBean,25,50
電話,CTI,CallTree コールツリー,45,20
電話,CTI,CT-e1/SaaS,50,90
電話,CTI,ftel エフテル,45,10
電話,CTI,GoodLine,50,70
電話,CTI,InfiniTalk インフィニトーク,20,50
電話,CTI,List Navigator.,65,100
電話,CTI,MEDIA-CTI メディアCTI,70,40
電話,CTI,TramCCS PoweredBy Avaya,50,65
電話,CTI,アポ放題,55,55
電話,PBX,CallConnect,25,70
電話,PBX,Extension Power,60,65
電話,PBX,Flat-Phone フラットフォン,45,60
電話,PBX,INNOVERA PBX,25,80
電話,PBX,MOT TEL モッテル,50,20
電話,PBX,U3 Voice　クラウドPBX,15,20
電話,PBX,V-SQUARE,65,80
電話,PBX,クラウドPBX,30,80
電話,PBX,トビラフォン Cloud,50,90
電話,PBX,マトメテクラウドPBX,50,65
電話,SMS,KYUSMS,35,20
電話,SMS,Push!SMS,60,70
電話,SMS,絶対リーチ!SMS,35,75
電話,電話代行,fondesk,60,45
電話,電話代行,ビジネスアシスト,50,65
広報,PR・広報,PRオートメーション,45,85
広報,PR・広報,Who’z,70,10
広報,PR・広報,talentbook,60,90
広報,PR・広報,PR Analyzer,45,35
広報,PR・広報,BiZMiL SURVEY,25,20
経営,BCP策定,​CloudBCP,55,100
経営,ERP,CAM MACS,20,95
経営,ERP,ConnectPlusGT,65,50
経営,ERP,GRANDIT miraimil,65,100
経営,ERP,HUE,35,80
経営,ERP,InfiniOne ERP,10,70
経営,ERP,MA-EYESnc,50,55
経営,ERP,mcframe GA,50,60
経営,ERP,multibook,15,80
経営,ERP,OBIC7,65,35
経営,ERP,Plaza-i,50,75
経営,ERP,SmileWorks,50,55
経営,ERP,ZAC Enterprise,20,70
経営,ERP,クラウドERP ツバイソ,55,100
経営,ERP,スーパーカクテルCore,55,45
経営,IT投資管理,digsas,10,70
経営,SCM,PlanNEL,65,100
経営,SCM,T3SmartSCM,40,45
経営,SDGs,KIBOH2030,40,35
経営,SDGs,Lookat.socialmeter,15,80
経営,クラウドファクタリング,OLTA,70,20
経営,経営管理,board,35,100
経営,経営管理,LaaS BS,20,40
経営,経営管理,Loglass,50,25
経営,経営管理,Yoii Fuel,50,60
経営,経営管理,Scheeme,15,70
経営,経営管理,SEALS,65,95
経営,経営管理,BizForecast,45,25
経営,経営管理,ChoiceRESERVE チョイスリザーブ,45,100
経営,経営管理,DivaSystem FBX,25,90
経営,経営管理,GATE Reserve,55,35
経営,経営管理,Manageboard,65,15
経営,経営管理,medicalforce,35,60
経営,経営管理,Sactona,25,60
経営,経営管理,STOERS 予約,60,65
経営,経営管理,TableCheck,40,100
経営,経営管理,トレタ,65,50
経営,経営管理,順番待チ&予約受付システム EPARK,70,65
経営,経営管理,Leaner,35,80
経営,経営管理,債権管理,30,50
経営,経営管理,ACC Professional Suite,70,55
経営,経営管理,V-ONE クラウド,60,15
経営,経営管理,事業発展,15,20
経営,経営管理,projection-ai,45,75
経営,経営管理,ミクセス,45,65
経営,経営管理,Innovation Platform,45,20
経営,経営管理,Throttle,30,50
経営,経営管理,Pocone,70,50
経営,経営管理,ZUVA,65,20
経営,経営管理,LEEAD,45,95
経営,経営管理,DeRISK,45,45
経営,経営管理,商標登録,20,95
経営,経営管理,TORERU,60,100
経営,経営管理,テクノロジー,70,50
経営,経営管理,AI構築,45,65
経営,経営管理,AI inside,25,60
経営,経営管理,AMATERAS RAY,20,80
経営,経営管理,DataRobot,70,45
経営,経営管理,MatrixFlow,15,50
経営,経営管理,Nural Network Console,10,90
経営,経営管理,カスタムAI,35,50
経営,経営管理,AR,35,35
経営,経営管理,palanAR,55,50
経営,経営管理,MAP,70,25
経営,経営管理,MapFan API,20,75
経営,経営管理,OCR,70,25
経営,経営管理,AIヨミト~ル,55,85
経営,経営管理,JSOL AI-OCRソリューション,55,75
経営,経営管理,IOT,70,15
経営,経営管理,AppPot IoT,25,40
経営,経営管理,SpaceCore,65,70
経営,経営管理,バーチャル,45,75
経営,経営管理,NEUTRANS BIZ,70,25
経営,経営管理,Remotiive,45,55
経営,経営管理,roundz,20,85
経営,経営管理,Spacely,45,30
経営,経営管理,VReception,65,75
経営,経営管理,VRider DIRECT,25,85
経営,経営管理,スマートカスタム住宅,50,45
経営,経営管理,mycrew,50,85
経営,経営管理,oVice（オヴィス）,25,80
経営,経営管理,Parafice,30,15
経営,経営管理,pl@ce,40,90
経営,経営管理,Remorks,70,85
経営,経営管理,VoicePing,35,30
経営,経営管理,Sharely,50,90
経営,経営管理,IT資産,30,45
経営,経営管理,IT資産管理,40,60
経営,経営管理,Assetment Neo,35,75
経営,経営管理,AssetView,35,85
経営,経営管理,DREAMS,50,60
経営,経営管理,e-Survey+,70,90
経営,経営管理,E-Trident Eトライデント,35,95
経営,経営管理,ESS SmartIT Operation,60,50
経営,経営管理,iNetSec SF,25,80
経営,経営管理,IT Policy N@vi,65,35
経営,経営管理,IT’s Cloud,55,20
経営,経営管理,KAITOシリーズ,25,75
経営,経営管理,LANSCOPE,55,20
経営,経営管理,MaLionCloud,60,85
経営,経営管理,MCore,70,30
経営,経営管理,OneGate,60,70
経営,経営管理,PalletControl,60,20
経営,経営管理,SS1,20,80
経営,経営管理,System Answer G3,70,50
経営,経営管理,System Support best1,65,40
経営,経営管理,yamory,20,60
経営,経営管理,シスクル,55,30
経営,経営管理,ジョーシス,40,75
経営,経営管理,タグ衛門,50,75
経営,経営管理,ITboard,20,85
経営,経営管理,イエソド,55,65
経営,経営管理,ADMS,55,25
経営,経営管理,ADSelfService Plus,45,35
経営,経営管理,CA Single Sign-On,70,70
経営,経営管理,CloudGate UNO,65,65
経営,経営管理,CloudLink,45,100
経営,経営管理,Evidian Web Access Manager,35,85
経営,経営管理,HENNGE One,50,95
経営,経営管理,IIJ IDサービス,70,55
経営,経営管理,KDDI Business ID,45,35
経営,経営管理,Okta,25,65
経営,経営管理,ROBOT ID,60,100
経営,経営管理,WisePoint,50,95
経営,経営管理,ネクストセット・シングルサインオン,30,70
経営,経営管理,A3Cloud,65,85
経営,経営管理,Thunder ADCシリーズ,50,65
経営,経営管理,DiskDeleter,65,55
経営,経営管理,ALog SERIES,70,30
経営,経営管理,ASURA,55,95
経営,経営管理,AUDIT MASTER,30,50
経営,経営管理,DEFESA Logger Series,60,30
経営,経営管理,LifeKeeper,50,55
経営,経営管理,Logstorage,30,55
経営,経営管理,MylogStar,45,40
経営,経営管理,マイウォッチャー クラウド,65,90
経営,経営管理,特権ID管理ソリューション,65,100
経営,経営管理,L2Blocker,30,75
経営,経営管理,マガタマプラットフォーム,70,95
経営,経営管理,Assetment Neo アセットメントネオ,40,60
経営,経営管理,MDM,50,45
経営,経営管理,MobiControl モビコントロール,40,100
経営,経営管理,Optimal Biz オプティマルビズ,20,25
経営,経営管理,Remote TestKit,40,65
経営,経営管理,SPPM 2.0,20,55
経営,経営管理,VECTANT セキュアデバイスマネージメント,50,35
経営,経営管理,SSO,50,30
経営,経営管理,Azure Active Directory シングル サインオン,15,100
経営,経営管理,Digital Workforce,35,95
経営,経営管理,Gluegent Gate,40,35
経営,経営管理,ID Federation,55,50
経営,経営管理,LaKeel Passport,30,35
経営,経営管理,Online Service Gate,25,95
経営,経営管理,Single Sign-On Manager,25,75
経営,経営管理,SmartSESAME PCログオン,15,60
経営,経営管理,SSOcube,15,15
経営,経営管理,TrustBind/Federation Manager,25,55
経営,経営管理,WisePoint 8,15,85
経営,経営管理,トラスト･ログインby GMO,35,75
経営,経営管理,アカウント管理,55,15
経営,経営管理,D-PLAMS,15,35
経営,経営管理,メタップスクラウド,35,60
経営,経営管理,ストレージ,50,30
経営,経営管理,AOSBOX Business,50,45
経営,経営管理,BackStore,20,80
経営,経営管理,DirectCloud-BOX,30,100
経営,経営管理,Everidays,30,60
経営,経営管理,Fleekdrive,70,60
経営,経営管理,IPFS SOUKO,50,20
経営,経営管理,セキュリティ,40,55
経営,経営管理,TrueOffice,60,25
経営,経営管理,ISM CloudOne,65,55
経営,経営管理,CyberNEO,45,75
経営,経営管理,攻撃遮断クン,60,25
経営,経営管理,i-FILTER,55,50
経営,経営管理,情報漏えい防止,40,55
経営,経営管理,DataClasys,40,85
経営,経営管理,NonCopy 2,55,60
経営,経営管理,物流・倉庫,25,80
経営,経営管理,モビリティ管理,10,100
経営,経営管理,Cariot,40,20
経営,経営管理,CREW Express,40,55
経営,経営管理,LYNA,25,65
経営,経営管理,MOVO Berth,65,20
経営,経営管理,SmartDrive Fleet,30,50
経営,経営管理,SmaRyu,45,100
経営,経営管理,トラッカーズマネージャー,30,50
経営,経営管理,バスキャッチ,70,70
経営,経営管理,配車頭,30,60
経営,経営管理,Loogia ルージア,25,45
経営,経営管理,在庫管理,65,50
経営,経営管理,AiR Logi,15,90
経営,経営管理,FULL KAITEN,25,25
経営,経営管理,HAPILOGI ASIMS,30,85
経営,経営管理,Locus Mapping,65,100
経営,経営管理,ZAICO,25,45
経営,経営管理,ロジクラ,25,65
経営,経営管理,LOGILESS,15,90
経営,経営管理,TEMPOSTAR,65,50
経営,経営管理,ファーマクラウド,15,35
経営,経営管理,受発注管理,45,60
経営,経営管理,Bカート,35,85
経営,経営管理,MOS Lite,25,45
経営,経営管理,ORANGE OMS,65,70
経営,経営管理,SpreadOffice,20,55
経営,経営管理,ネクストエンジン,20,65
経営,経営管理,受注デポン,30,95
経営,経営管理,受発注CO-NECT,50,15
経営,経営管理,助ネコ,15,100
経営,経営管理,生産管理,20,75
経営,経営管理,FactoryNavi,25,75
経営,経営管理,GENESISS,30,75
経営,経営管理,Othello Connect,65,90
経営,経営管理,PT-SaaS,45,50
経営,経営管理,R-PiCS V4,50,30
経営,経営管理,rBOM V3,20,75
経営,経営管理,クラウド2Mfg生産管理,70,75
経営,経営管理,サクット工程SP,40,100
経営,経営管理,最適ワークス,30,30
経営,経営管理,生産管理システム,45,90
経営,経営管理,patternstorage,35,40
経営,経営管理,シタテルクラウド,25,55
経営,経営管理,Farmnote cloud,35,30
経営,経営管理,vetell,30,60
経営,経営管理,Porker,50,20
経営,経営管理,AGRIOS,30,50
経営,経営管理,倉庫管理,50,55
経営,経営管理,ci.Himalayas/wms,65,95
経営,経営管理,COOOLa,65,70
経営,経営管理,Kitting-One,25,95
経営,経営管理,LexxPluss,25,60
経営,経営管理,ロジザードZERO,60,100
経営,経営管理,物流管理,15,30
経営,経営管理,dDrive,55,20
経営,経営管理,GWES,20,85
経営,経営管理,トドケール,30,35
経営,経営管理,ロジメーター,50,80
経営,経営管理,SIMLES,50,60
経営,経営管理,Giho,30,90
経営,経営管理,Zenport,70,40
経営,経営管理,TODOCU,15,60
経営,経営管理,nimaru,30,40
経営,経営管理,PickGo,60,85
不動産・賃貸・店舗,賃貸管理,ITANDI BB(イタンジ ビービー),50,100
不動産・賃貸・店舗,賃貸管理,賃貸革命10,20,95
不動産・賃貸・店舗,賃貸管理,スマサテ,50,15
不動産・賃貸・店舗,店舗管理,KINCHAKU,30,100
不動産・賃貸・店舗,店舗管理,ロウカリ,60,75
不動産・賃貸・店舗,店舗管理,店番長,45,55
不動産・賃貸・店舗,店舗管理,Canly,35,45
不動産・賃貸・店舗,物件管理,リアプロ管理,70,95
不動産・賃貸・店舗,物件管理,スマート物確,15,45
不動産・賃貸・店舗,トレーニング管理,パーソナルトレーニング管理システム,30,60
医療,オンライン診療,curon,25,40
医療,オンライン診療,YaDoc,20,35
医療,電子カルテ,CLINICS,60,95
医療,電子カルテ,CLIPLA,25,60
医療,電子カルテ,HealtheeOneクラウド,40,90
医療,電子カルテ,Medi-Aibis,40,85
医療,電子カルテ,Raklu（ラクル）,50,20
医療,電子カルテ,イージーカルテ,20,75
医療,電子カルテ,医療用データウェアハウス CLISTA!検索機能(CLISTA! SEARCH),60,45
医療,電子カルテ,電子カルテシステム カルテMan･Go!,45,40
医療,電子カルテ,Hi Dental Spirit XR-10i,55,85
医療,電子カルテ,LiME,45,25
医療,電子カルテ,iBow,35,85
医療,電子カルテ,kusudama(薬玉),40,90
医療,ケア支援,ミルモプラン,55,20
